DataSet,Title,Organism,Platform,Series,samples
GDS3292,Preinvasive and invasive cervical squamous cell carcinomas,Homo sapiens,GPL96,GSE7803,38
GDS3112,Hypoxia effect on cultured aortic smooth muscle cells,Homo sapiens,GPL96,GSE4725,6
GDS3139,Breast cancer: histologically normal breast epithelium,Homo sapiens,GPL96,GSE9574,29
GDS3116,Letrozole effect on breast cancer tumors,Homo sapiens,GPL96,GSE5462,116
GDS3365,Oxidative-stress induced neurodegeneration in Harlequin mutant: olfactory epithelium,Mus musculus,GPL1261,GSE6485,6
GDS3159,Reversine effect on myoblast cell line,Mus musculus,GPL2995,GSE9754,4
GDS3143,Insectide chlorpyrifos effect on the brain: dose response,Rattus norvegicus,GPL341,GSE9751,44
GDS3114,Chronic hypoxia effect on the developing brain,Mus musculus,GPL5402,GSE8262,18
GDS3692,Lean B6.C-D7Mit353 strain: various tissues,Mus musculus,GPL2995,GSE7431,25
GDS3190,Macrophage response to lipopolysaccharide and interleukin-10 co-treatment: time course,Mus musculus,GPL1261,GSE9509,18
GDS3177,Confluent and sub-confluent umbilical vein endothelial cell cultures,Homo sapiens,GPL4868,GSE9334,6
GDS3155,Dasatinib resistant and sensitive prostatic cancer cell lines,Homo sapiens,GPL571,GSE9633,16
GDS3141,Colorectal mucosae from various regions of the large intestine,Homo sapiens,GPL570,GSE9254,19
GDS3140,Lithium-induced lifespan extension model,Caenorhabditis elegans,GPL5367,GSE8058,12
GDS3117,Cardiomyocyte response to biomechanical stretch in vitro,Rattus norvegicus,GPL1355,GSE5996,6
GDS3101,Non-small cell lung carcinoma cell line response to cisplatin,Homo sapiens,GPL201,GSE6410,6
GDS3085,Gram-positive and gram-negative sepsis: leukocytes,Homo sapiens,GPL4274,GSE6535,72
GDS3086,Iron overload effect on cardiac and skeletal muscles,Mus musculus,GPL4234,GSE9726,12
GDS3078,High fat diet effect on the skeletal muscle: time course,Mus musculus,GPL5766,GSE8524,24
GDS3361,Fibroblast growth factor-23 transgenic model,Mus musculus,GPL81,GSE6979,10
GDS3126,Radioresistant tumor response to interferons,Homo sapiens,GPL96,GSE9714,8
GDS3125,Radioresistant tumor response to ionizing radiation: time course,Homo sapiens,GPL96,GSE9713,18
GDS3124,Radioresistant tumor response to ionizing radiation,Homo sapiens,GPL96,GSE9712,12
GDS3074,Hypertension models: resistance arteries,Rattus norvegicus,GPL341,GSE8051,9
GDS3103,Liver response to a high cholesterol diet and phenobarbital,Mus musculus,GPL339,GSE6721,12
GDS3244,Phytophthora sojae infection effect on hypocotyl sections: time course,Glycine max,GPL4592,GSE9687,160
GDS3071,Keloid fibroblast response to hydrocortisone in vitro,Homo sapiens,GPL570,GSE7890,19
GDS3144,Inflamed vascular epithelial cells response to apple extract enriched for procyanidins,Homo sapiens,GPL570,GSE9647,12
GDS3267,Madin-Darby canine kidney type II cell line response to hepatocyte growth factor,Canis lupus familiaris,GPL3738,GSE9435,15
GDS3174,Pseudomonas aeruginosa non-mucoid and mucoid strains,Pseudomonas aeruginosa,GPL84,GSE9621,4
GDS3072,Alcohol sensitivity model,Drosophila melanogaster,GPL1322,GSE7614,24
GDS3087,Trim24 deficient hepatocellular carcinoma tumors,Mus musculus,GPL1261,GSE9012,10
GDS3073,Neutrophil response to aerobic exercise,Homo sapiens,GPL570,GSE8668,24
GDS4283,Effect of lifestyle on Moroccan Amazighs: peripheral blood leukocytes,Homo sapiens,GPL5764,GSE8847,46
GDS3175,NF-kappaB and phosphotidylinositol 3-kinase inhibitor treated monocytes infected with the human cytomegalovirus,Homo sapiens,GPL8300,GSE9601,12
GDS3176,pRb p107 double deficient skin,Mus musculus,GPL339,GSE9567,8
GDS3100,Skeletal muscles of postmenopausal women with and without hormone replacement,Homo sapiens,GPL2700,GSE6348,30
GDS3082,Allergic nasal epithelium response to house dust mite allergen in vitro,Homo sapiens,GPL570,GSE9150,20
GDS3242,Effect of host quantitative resistance during Phytophthora sojae infection: time course,Glycine max...,GPL4592,GSE7124,128
GDS3079,Cadmium effect on the testis: time course,Rattus norvegicus,GPL1355,GSE9480,7
GDS3062,Multipotent stromal cell expansion in vitro,Homo sapiens,GPL570,GSE9520,6
GDS3438,Budding yeast response to hypoxia,Saccharomyces cerevisiae,GPL90,GSE9514,4
GDS3437,Budding yeast response to heme deficiency,Saccharomyces cerevisiae,GPL90,GSE9514,4
GDS3061,Ribosomal protein null mutants,Saccharomyces cerevisiae,GPL90,GSE8761,24
GDS3207,Chronic loneliness effect on peripheral blood leukocytes,Homo sapiens,GPL96,GSE7148,14
GDS3183,Chemokine receptor CXCR7 deficiency effect on neonatal semilunar valves,Mus musculus,GPL1261,GSE8710,4
GDS3182,Young and aged skeletal muscles response to long-term vigorous endurance exercise,Homo sapiens,GPL570,GSE9103,37
GDS3058,Transcription factor Sp3 deficiency effect on the embryonic heart,Mus musculus,GPL1261,GSE9124,6
GDS3057,Acute myeloid leukemia,Homo sapiens,GPL96,GSE9476,64
GDS3119,Ulcerative colitis,Homo sapiens,GPL570,GSE9452,26
GDS3107,Suprachiasmatic nucleus response to a light pulse,Mus musculus,GPL8321,GSE6904,6
GDS3060,Endometriosis: endometrial endothelial cells,Homo sapiens,GPL570,GSE7846,10
GDS3080,Prefrontal cortex during a 24 hour (12 hour light:12 hour dark) cycle,Mus musculus,GPL1261,GSE9471,12
GDS3068,Primary hepatocytes and HepG2 liver cells response to various fluoroquinolones,Homo sapiens,GPL96,GSE9166,33
GDS3050,Male and female lungs response to hantavirus infection: time course,Rattus norvegicus,GPL341,GSE7271,24
GDS3077,Age-related aortic vasculopathy model,Rattus norvegicus,GPL85,GSE7281,16
GDS3081,not1-2 spt3 double mutant,Saccharomyces cerevisiae,GPL90,GSE9432,8
GDS3243,Selenate effect on shoots,Arabidopsis thaliana,GPL198,GSE9311,4
GDS3225,Selenate effect on roots,Arabidopsis thaliana,GPL198,GSE9311,4
GDS3035,Saccharomyces cerevisiae response to oxidative stress: time course,Saccharomyces cerevisiae,GPL90,GSE7645,48
GDS3102,Caloric restriction effect on the aged heart and adipose tissue,Rattus norvegicus,GPL1355,GSE6718,39
GDS3104,Insulin-resistant polycystic ovary syndrome: muscle,Homo sapiens,GPL570,GSE6798,29
GDS3059,Methylibium petroleiphilum PM1 response to methyl-tert-butyl ether,Methylibium petroleiphilum PM1,GPL6022,GSE9381,6
GDS3064,Estrogen effect on estrogen receptors alpha and beta single knockouts: aorta,Mus musculus,GPL1261,GSE9371,22
GDS3038,rrf-3 and eri-1 mutants: larvae,Caenorhabditis elegans,GPL200,GSE8659,9
GDS3109,Cirrhotic liver response to the antiangiongenic agent Sunitinib,Rattus norvegicus,GPL1355,GSE6929,8
GDS3088,Leukotriene B4 effect on monocytes: time course,Homo sapiens,GPL2895,GSE9332,9
GDS3028,Age-related hearing loss model: cochlea,Mus musculus,GPL339,GSE6045,6
GDS2998,Deltamethrin and permethrin effect on the frontal cerebral cortex: dose response,Rattus norvegicus,GPL1355,GSE7955,60
GDS2999,Gentamicin effect on Saccharomyces cerevisiae,Saccharomyces cerevisiae,GPL90,GSE7188,8
GDS3000,NeuroD1 deficiency effect on the pineal gland,Mus musculus,GPL1261,GSE6030,6
GDS3009,Hedgehog-induced medulloblastoma model (MG-430B),Mus musculus,GPL340,GSE9299,5
GDS3008,Hedgehog-induced medulloblastoma model (MG-430A),Mus musculus,GPL339,GSE9299,5
GDS3006,Primordial ovarian follicle development,Rattus norvegicus,GPL85,GSE9300,6
GDS3118,Cerebral malaria model,Mus musculus,GPL1261,GSE6019,4
GDS3007,Kaposi's sarcoma-associated herpesvirus microRNA-K12-11 expression,Homo sapiens,GPL570,GSE9264,12
GDS3040,Matrix metalloproteinase mutant airway epithelial cells response to Pseudomonas aeruginosa infection: time course,Mus musculus,GPL1261,GSE7957,25
GDS3002,Histone deacetylase inhibitors effect on osteoblast differentiation,Mus musculus,GPL1261,GSE9247,15
GDS3018,Cardiac hypertrophy to overt heart failure transition model,Rattus norvegicus,GPL1355,GSE4286,14
GDS3966,Melanoma metastasis,Homo sapiens,GPL96,GSE8401,83
GDS3965,Xenotransplant melanoma metastasis model [Data Set F],Homo sapiens,GPL96,GSE7956,39
GDS3964,Xenotransplant melanoma metastasis model [Data Set A],Homo sapiens,GPL96,GSE7929,32
GDS3001,c-Jun N-terminal kinase 1 depletion effect on livers of diet-induced obese animals,Mus musculus,GPL8321,GSE7648,14
GDS3145,Cerebral malaria model: time course,Mus musculus,GPL8321,GSE7814,64
GDS3041,Encapsulated Streptococcus pneumoniae strains effect on pharyngeal epithelial cell line,Homo sapiens,GPL570,GSE8527,32
GDS3003,House dust mite extract effect on a bronchial epithelial cell line,Homo sapiens,GPL570,GSE9151,6
GDS2990,Cigarette smoking effect on full-term placenta,Homo sapiens,GPL570,GSE7434,10
GDS4038,Adult and juvenile streptozocin-induced diabetic littermates: kidney cortex,Rattus norvegicus,GPL1355,GSE7253,12
GDS3097,Inflammatory breast cancer: tumor,Homo sapiens,GPL96,GSE5847,48
GDS3096,Inflammatory breast cancer: stroma,Homo sapiens,GPL96,GSE5847,47
GDS3037,Histone H3 lysine 9 demethylase depletion effect on embryonic stem cells,Mus musculus,GPL4234,GSE8937,12
GDS3105,Cimicifuga racemosa extract effect on breast cancer cell line MCF-7,Homo sapiens,GPL570,GSE6800,8
GDS2993,Histone deacetylase 5 deficient nucleus accumbens response to cocaine,Mus musculus,GPL4234,GSE9134,30
GDS3025,Bone morphogenetic protein 4 effect on a stem cell line,Mus musculus,GPL1261,GSE5921,6
GDS3255,Held out wing mutant embryos,Drosophila melanogaster,GPL72,GSE7772,4
GDS2984,Beta-catenin inactivation effect on intestinal crypts,Mus musculus,GPL1261,GSE8818,4
GDS3115,Heart failure: peripheral blood mononuclear cells,Homo sapiens,GPL96,GSE9128,11
GDS3011,Interleukin-1 effect on epidermal keratinocytes: time course,Homo sapiens,GPL571,GSE9120,8
GDS3010,PLAGL2 transcription factor deficiency effect on the embryonic small intestine,Mus musculus,GPL1261,GSE9123,8
GDS3180,Estrogen effect on myometrium of ovariectomized females: time course,Rattus norvegicus,GPL85,GSE9117,4
GDS3012,DNA methylation inhibitor effect on melanoma cell lines,Homo sapiens,GPL96,GSE9118,14
GDS3181,Acute physiologic hyperinsulinemia effect on the skeletal muscle: time course,Homo sapiens,GPL96,GSE9105,36
GDS3036,HOXB4 induction effect on embryoid bodies,Mus musculus,GPL1261,GSE9044,6
GDS3456,Kras G12D heterozygous mutation effect on somatic cell line (Sentrix MouseRef-8),Mus musculus,GPL4865,GSE8711,4
GDS3455,Kras G12D heterozygous mutation effect on somatic cell line (MG-430A 2.0),Mus musculus,GPL8321,GSE8711,8
GDS3005,Macrophage response to interleukins 1 and 6,Homo sapiens,GPL96,GSE8515,15
GDS2966,Resveratrol effect on lung carcinoma cell line,Homo sapiens,GPL570,GSE9008,4
GDS2978,Multiple sclerosis: brain,Homo sapiens,GPL96,GSE5839,4
GDS2960,Marfan syndrome: cultured skin fibroblasts,Homo sapiens,GPL538,GSE8759,101
GDS3875,Diabetic children: peripheral blood mononuclear cells (U133B),Homo sapiens,GPL97,GSE9006,117
GDS3874,Diabetic children: peripheral blood mononuclear cells (U133A),Homo sapiens,GPL96,GSE9006,117
GDS2965,Embryonic heart response to retinoic acid and dioxin: time course,Danio rerio,GPL1319,GSE9020,48
GDS3084,Liver during a 24-hour (12 hour light:12 hour dark) cycle,Rattus norvegicus,GPL341,GSE8988,54
GDS3083,Skeletal muscle during a 24-hour (12 hour light:12 hour dark) cycle,Rattus norvegicus,GPL341,GSE8989,54
GDS2967,Bar1-deficient mating type a cells response to alpha mating factor: time course and dose response,Saccharomyces cerevisiae,GPL5823,GSE8982,33
GDS2936,Neural retina leucine zipper deficiency effect on retinas: time course,Mus musculus,GPL81,GSE8972,24
GDS2980,T-dependent and T-independent germinal center B cells,Mus musculus,GPL81,GSE8906,8
GDS3315,Estradiol effect on breast cancer cell line in the absence of protein synthesis,Homo sapiens,GPL570,GSE8597,16
GDS3111,Prostate cancer cell line response to dihydrotestosterone: time course,Homo sapiens,GPL570,GSE7868,9
GDS3099,Rb null mutant embryonic fibroblast response to cisplatin,Mus musculus,GPL339,GSE6206,12
GDS2954,Mycobacterium tuberculosis-derived lipopeptide effect on monocytes and dendritic cells: time course,Homo sapiens,GPL96,GSE8921,50
GDS2928,"2,3,7,8-tetrachlorodibenzo-p-dioxin effect on the ovary: dose response (II)",Danio rerio,GPL1319,GSE4859,4
GDS2927,"2,3,7,8-tetrachlorodibenzo-p-dioxin effect on the ovary: dose response (I)",Danio rerio,GPL1319,GSE4859,4
GDS2973,Vitamin E supplementation effect on aged brain,Mus musculus,GPL1261,GSE8150,20
GDS2972,Vitamin E supplementation effect on aged heart,Mus musculus,GPL81,GSE8146,20
GDS2969,Carbon dioxide effect on fermenting yeast: dose response,Saccharomyces cerevisiae,GPL90,GSE8900,18
GDS2929,Aging lungs and genetic background,Mus musculus,GPL1261,GSE6591,15
GDS3469,Leukotriene D4 effect on monocytes,Homo sapiens,GPL570,GSE7807,8
GDS3108,Alpha 2B-adrenoceptor deficient embryo and its placenta,Mus musculus,GPL1261,GSE6909,6
GDS2981,Embryos of various inbred lines: time course,Drosophila melanogaster,GPL1322,GSE8892,36
GDS2931,Rheumatoid arthritis and osteoarthritis: synovial fibroblasts,Homo sapiens,GPL8300,GSE7669,12
GDS2926,Megakaryocytic differentiation: time course,Homo sapiens,GPL887,GSE8914,77
GDS2920,Testosterone effect on skeletal muscles of HIV-infected males experiencing weight loss,Homo sapiens,GPL571,GSE5106,19
GDS2909,High fat diet effect on the small intestine of an obesity-prone strain,Mus musculus,GPL339,GSE3433,4
GDS2908,T-cell prolymphocytic leukemia with inv(14)(q11q32),Homo sapiens,GPL96,GSE5788,14
GDS2983,Triclosan effect on Staphylococcus aureus: time course,Staphylococcus aureus,GPL1339,GSE8861,15
GDS3106,Stat3 deficiency effect on pulmonary alveolar type II epithelial cells,Mus musculus,GPL1261,GSE6846,6
GDS2982,CD11b-plus CD11c-minus macrophages of the intestinal lamina propria,Mus musculus,GPL1261,GSE8868,4
GDS2963,Vincristine-sensitive and resistant ovarian carcinoma cell lines,Homo sapiens,GPL570,GSE7556,4
GDS2939,IFN-gamma and IL-1beta effect on thyroid epithelial cells (HG-U133A 2.0),Homo sapiens,GPL571,GSE5054,8
GDS2938,IFN-gamma and IL-1beta effect on thyroid epithelial cells (HG-U133A),Homo sapiens,GPL96,GSE5054,12
GDS2987,Comparison of Rho kinase inhibitor and atorvastatin effects on primary cell lines,Homo sapiens,GPL2507,GSE8686,36
GDS2902,Hypoxia and lymphathic endothelial cells,Homo sapiens,GPL570,GSE5579,4
GDS2901,Tsc2 tumor suppressor gene mutant kidney response to genotoxic and non-genotoxic carcinogens: time course,Rattus norvegicus,GPL341,GSE5923,84
GDS3936,Primary erythroblast culture response to cytokine-induced increase in fetal hemoglobin,Homo sapiens,GPL570,GSE7874,15
GDS2970,Polyamide-chlorambucil conjugate 1R-Chl effect on leukemia cell line,Homo sapiens,GPL570,GSE8832,6
GDS2953,KIN10 kinase transcriptional induction effect on mesophyll cells,Arabidopsis thaliana,GPL198,GSE8257,4
GDS2944,Trib1-deficient macrophage response to lipopolysaccharide,Mus musculus,GPL1261,GSE8788,4
GDS2930,Cis-urocanic acid effect on keratinocytes,Homo sapiens,GPL96,GSE8760,8
GDS2887,Moderate stage Huntington's disease lymphocytes,Homo sapiens,GPL570,GSE8762,22
GDS2869,Pseudomonas aeruginosa from cystic fibrosis lungs,Pseudomonas aeruginosa,GPL84,GSE7704,14
GDS2861,X-Box binding protein overexpression effect on breast cancer cell line,Homo sapiens,GPL96,GSE8562,6
GDS2872,Folate deficiency and arsenic effect on the skin,Mus musculus,GPL1261,GSE8733,24
GDS2856,Peripheral blood-derived monocytes response to lipopolysaccharide: time course,Homo sapiens,GPL570,GSE5504,10
GDS2959,Granulocyte colony-stimulating factor mobilized leukocytes,Homo sapiens,GPL570,GSE7400,10
GDS2857,Taf7l deficiency effect on the testis,Mus musculus,GPL1261,GSE5510,4
GDS3671,Maternal hypercholesterolemia effect on offspring: carotid a,Mus musculus,GPL1261,GSE6134,7
GDS2873,Wip1 mutant embryonic fibroblast response to gamma radiation,Mus musculus,GPL1261,GSE8704,4
GDS2859,Splenocyte response to infection by virB mutant Brucella strains,Mus musculus,GPL1261,GSE6810,10
GDS2858,Myeloid-related protein 8 and 14 effect on microvascular endothelial cells,Homo sapiens,GPL8300,GSE5474,8
GDS3191,Natural killer cell response to interleukin-2 treatment: time course,Homo sapiens,GPL570,GSE8059,6
GDS3069,Various brain tumors,Homo sapiens,GPL96,GSE8692,12
GDS2946,Diet-induced obesity model: epididymal fat tissue,Rattus norvegicus,GPL1355,GSE8700,15
GDS2846,MicroRNA miR-124 expression effect on neuronal cell line,Mus musculus,GPL1261,GSE8498,6
GDS3056,LIGHT overexpressing T cells and a high fat diet effect on the liver,Mus musculus,GPL1261,GSE6903,6
GDS2991,Hepatoerythropoietic porphyria model,Danio rerio,GPL5692,GSE8651,8
GDS2947,Colorectal adenoma formation,Homo sapiens,GPL570,GSE8671,64
GDS2923,Testis response to histone deacetylase inhibitor trichostatin A: time course,Mus musculus,GPL4053,GSE5448,10
GDS2867,TAp63alpha-Q540L mutant protein expression,Homo sapiens,GPL570,GSE8646,11
GDS2955,Estrogen-related receptor beta mutation effect on the stria vascularis,Mus musculus,GPL1261,GSE8434,6
GDS2866,Monocyte-derived macrophages of chronic obstructive pulmonary disease patients response to fine and ultrafine particles,Homo sapiens,GPL570,GSE8608,6
GDS2912,Huntington's disease transgenic model: time course,Mus musculus,GPL1261,GSE3621,18
GDS2842,Testicular seminoma progression,Homo sapiens,GPL8300,GSE8607,43
GDS3070,Benzothiadiazole effect on Oryza sativa leaves,Oryza sativa,GPL5101,GSE7567,8
GDS2889,Air pollutant and oxidized lipid effect on microvascular endothelial cells: dose response,Homo sapiens,GPL2700,GSE6584,27
GDS2841,Alcohol-preferring inbred strain: brain,Rattus norvegicus,GPL85,GSE4494,59
GDS2941,Down syndrome: brain,Homo sapiens,GPL96,GSE5390,15
GDS3356,Bronchopulmonary dysplasia: premature newborn umbilical cords,Homo sapiens,GPL570,GSE8586,54
GDS2838,Abdominal aortic aneurysm,Homo sapiens,GPL570,GSE7084,4
GDS2874,D-3-phosphoglycerate dehydrogenase deficiency effect on the embryonic head,Mus musculus,GPL1261,GSE8555,8
GDS3364,Cell cycle of T98G glioblastoma cell line,Homo sapiens,GPL570,GSE8537,4
GDS2860,Aldosterone-producing adeonoma,Homo sapiens,GPL570,GSE8514,15
GDS2839,Phenylethyl isothiocyanate and N-nitrosomethylbenzylamine cotreatment effect on the esophagus,Rattus norvegicus,GPL2877,GSE6917,12
GDS2818,Adipocytes and preadipocytes from subcutaneous and visceral fat depots,Mus musculus,GPL81,GSE8505,12
GDS2877,Chlamydia psittaci infection and host genetic background,Mus musculus,GPL1261,GSE7767,6
GDS3122,Transcription factor sigma54-deficient rhizobial bacteroids from determinate soybean root nodules,Bradyrhizobium japonicum...,GPL3401,GSE8478,59
GDS3121,Rhizobial bacteroids from determinate soybean root nodules: time course,Bradyrhizobium japonicum...,GPL3401,GSE8478,13
GDS3120,Rhizobial bacteroids from determinate soybean root nodules,Bradyrhizobium japonicum...,GPL3401,GSE8478,42
GDS3505,Seedling roots response to auxin and ethylene availability,Arabidopsis thaliana,GPL198,GSE7432,16
GDS2816,Ras-GRF1 deficiency effect on the hippocampus,Mus musculus,GPL339,GSE8425,6
GDS2810,Organized and growth-arrested mammary acini: time course,Homo sapiens,GPL96,GSE8096,12
GDS2868,Inadequate dietary protein intake effect on the skeletal muscle,Homo sapiens,GPL96,GSE8441,22
GDS2811,Estrogen-related receptor gamma deficiency effect on the fetal heart,Mus musculus,GPL1261,GSE8199,9
GDS2809,Knee osteoarthritis model: chondrocytes,Rattus norvegicus,GPL1355,GSE8077,15
GDS2879,"Enterohemorrhagic Escherichia coli response to epinephrine, norepinephrine, and indole",Escherichia coli,GPL3154,GSE5552,4
GDS2952,Rheumatoid arthritis response to anti-tumor necrosis factor treatment: whole blood,Homo sapiens,GPL96,GSE7524,6
GDS2804,Quiescent stb3 null mutant response to glucose,Saccharomyces cerevisiae,GPL90,GSE8379,8
GDS2840,DNA electroporation effect on skeletal muscles: time course,Mus musculus,GPL1261,GSE6686,13
GDS2934,PPARalpha deficient small intestine response to fasting,Mus musculus,GPL339,GSE6864,12
GDS2803,Fluoxetine effect on the hippocampus,Mus musculus,GPL1261,GSE6476,4
GDS2802,Dexamethasone effect on fetal chondrocytes in vitro: time course,Mus musculus,GPL1261,GSE7683,12
GDS2964,Retinal pigment epithelium development,Gallus gallus,GPL3213,GSE7176,14
GDS2865,Metastatic prostate tumor model,Homo sapiens,GPL96,GSE7930,6
GDS3034,Candida albicans effect on endothelial cell line,Homo sapiens,GPL96,GSE7355,8
GDS2976,Ultrafine particles effect on ovalbumin-sensitized lungs,Mus musculus,GPL4636,GSE6496,4
GDS2822,Placental malaria,Homo sapiens,GPL570,GSE7586,20
GDS2808,Sepsis: neutrophils,Homo sapiens,GPL4274,GSE5772,94
GDS3031,Myc deficiency effect on the embryonic heart,Mus musculus,GPL4865,GSE7162,7
GDS2956,Roux-en-Y gastric bypass model,Rattus norvegicus,GPL1355,GSE8314,18
GDS2878,Inert particles effect on the lungs of pregnant females,Mus musculus,GPL1261,GSE7475,16
GDS2971,Hemiasterlin analog HTI-286 effect on docetaxel-resistant prostate cancer cell line,Homo sapiens,GPL3877,GSE8325,12
GDS2922,Ascending aortic aneurysms,Homo sapiens,GPL96,GSE5180,25
GDS2886,PPARalpha activation effect on the small intestine,Mus musculus,GPL339,GSE5475,12
GDS3203,Monocyte to macrophage differentiation,Homo sapiens,GPL96,GSE8286,9
GDS2862,Hypothalamus during normal female sexual development,Rattus norvegicus,GPL1355,GSE8310,9
GDS2805,Serum response factor deficient B cells,Mus musculus,GPL339,GSE7412,4
GDS2988,Paeoniflorin effect on lymphoma cell line: time course,Homo sapiens,GPL96,GSE8228,4
GDS2863,Tienilic acid effect on the liver: time course,Rattus norvegicus,GPL1355,GSE8252,6
GDS2847,Anisomycin effect on leukemia cell line: time course,Homo sapiens,GPL96,GSE8229,5
GDS2783,Progesterone effect on cultured neonatal ovaries,Rattus norvegicus,GPL1355,GSE8238,4
GDS2933,Gingival epithelial cell line response to commensal and opportunistic oral microbial species,Homo sapiens,GPL96,GSE6927,12
GDS2921,Wilms' tumor suppressor (WT1) targets: time course,Homo sapiens,GPL96,GSE5117,4
GDS2843,Mammary gland development,Mus musculus,GPL81,GSE8191,40
GDS2784,Survey of various adult tissues,Drosophila melanogaster,GPL1322,GSE7763,44
GDS2911,Huntington's disease models,Mus musculus,GPL1261,GSE3583,9
GDS3235,Early maturation-stage seed compartments,Glycine max,GPL4592,GSE8112,34
GDS2786,Embryonic motor neurons,Caenorhabditis elegans,GPL200,GSE8159,7
GDS2812,Antimicrobial effect of Rhein,Staphylococcus aureus,GPL1339,GSE8135,6
GDS2766,Dominant negative cJun effect on apolipoprotein E deficient livers,Mus musculus,GPL1261,GSE6850,10
GDS2924,Diethylstilbestrol effect on the prepubertal uterus: dose response,Mus musculus,GPL891,GSE5825,6
GDS2919,Tremorogenic chemical harmane effect on astrocytes,Homo sapiens,GPL570,GSE5080,6
GDS2821,Parkinson's disease: substantia nigra,Homo sapiens,GPL570,GSE7621,25
GDS2815,Morphine effect on the striatum,Mus musculus,GPL1261,GSE7762,36
GDS2864,RhoGDIbeta depletion effect on breast cancer cell line,Homo sapiens,GPL96,GSE8087,6
GDS2765,Creatine effect on the brain,Mus musculus,GPL1261,GSE5140,13
GDS2989,Small intestine postnatal development,Mus musculus,GPL1261,GSE8065,18
GDS2820,Cannabinoid receptor double knockout mutant response to contact allergen,Mus musculus,GPL1261,GSE7694,12
GDS2950,Pancreatic development (MG-U74C),Mus musculus,GPL83,GSE8070,10
GDS2949,Pancreatic development (MG-U74B),Mus musculus,GPL82,GSE8070,10
GDS2948,Pancreatic development (MG-U74A),Mus musculus,GPL81,GSE8070,10
GDS2876,Vaccine adjuvant monophosphoryl lipid A effect on the spleen,Mus musculus,GPL339,GSE7768,9
GDS2813,Brown and white adipose tissues,Mus musculus,GPL1261,GSE8044,6
GDS2817,Nephronophthisis model,Mus musculus,GPL2897,GSE6113,6
GDS2756,Measles: peripheral blood mononuclear cells,Homo sapiens,GPL96,GSE5808,18
GDS2755,miR-34 overexpression,Homo sapiens,GPL570,GSE7754,4
GDS2968,Large intestine lacking intestinal flora,Mus musculus,GPL81,GSE8006,6
GDS2918,Colorectal cancer markers in plasma,Homo sapiens,GPL3014,GSE4988,20
GDS2831,Primary graft dysfunction after lung transplantation,Homo sapiens,GPL5356,GSE8021,50
GDS2757,Retinoblastoma protein deficiency effect on fetal livers,Mus musculus,GPL81,GSE6787,6
GDS3113,Various normal tissues,Homo sapiens,GPL2986,GSE7905,96
GDS3039,Corpus luteum response to prostaglandin F2alpha,Macaca radiata...,GPL3535,GSE7971,6
GDS3032,Quercetin effect on intestinal cell differentiation in vitro: time course,Homo sapiens,GPL571,GSE7259,8
GDS2958,Tumor suppressor PTEN depletion effect on various cell lines,Homo sapiens,GPL570,GSE7562,12
GDS2824,"Autism, fragile X syndrome, and 15q11-q13 duplication: lymphoblastoid cells",Homo sapiens,GPL1708,GSE7329,30
GDS2763,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy: dendritic cells,Homo sapiens,GPL96,GSE3624,8
GDS2747,Wilms' tumor protein Wt1 deficiency effect on the urogenital ridge,Mus musculus,GPL1524,GSE6700,6
GDS2746,Lmna H222P homozygous and heterozygous mutant models of Emery-Dreifuss muscular dystrophy: hearts,Mus musculus,GPL1261,GSE8000,21
GDS2819,Leukemic white blood cells and various RNA preparation protocols,Homo sapiens,GPL570,GSE7757,99
GDS2785,Ovarian cancer tumors after neo-adjuvant chemotherapy,Homo sapiens,GPL8300,GSE7463,43
GDS2743,Brown and white adipocyte differentiation,Mus musculus,GPL81,GSE7032,24
GDS2814,Berberine chloride effect on Staphylococcus aureus,Staphylococcus aureus,GPL1339,GSE7944,6
GDS2775,Nuclear factor I-A deficiency effect on brain development,Mus musculus,GPL81,GSE4623,12
GDS3241,Cotyledon-stage seed compartments,Glycine max,GPL4592,GSE7881,18
GDS2834,Polyomavirus JCV resistant glial cell line (HG-U133B),Homo sapiens,GPL97,GSE7819,6
GDS2833,Polyomavirus JCV resistant glial cell line (HG-U133A),Homo sapiens,GPL96,GSE7819,6
GDS2832,Sphingosine-1-phosphate effect on embryonic stem cells,Homo sapiens,GPL570,GSE7896,8
GDS2825,Benzalkonium chloride adapted E. coli K12,Escherichia coli,GPL189,GSE6712,22
GDS2885,Fibroblast-like synoviocytes response to p38 MAPK inhibition and TGFalpha in vitro,Rattus norvegicus,GPL2877,GSE7826,14
GDS3162,Cochlea response to mitochondrial DNA mutations,Mus musculus,GPL1261,GSE4866,10
GDS2962,Male and female thymi response to aging and caloric restriction (B),Mus musculus,GPL782,GSE7829,67
GDS2961,Male and female thymi response to aging and caloric restriction (A),Mus musculus,GPL738,GSE7829,67
GDS2951,Hypoxia effect on peripheral blood lymphocytes,Homo sapiens,GPL2507,GSE7833,6
GDS2875,Nrf2-deficient type II lung epithelial cell response to antioxidant supplementation,Mus musculus,GPL1261,GSE7810,6
GDS2893,Response to low oxygen conditions,Pseudomonas aeruginosa,GPL84,GSE6741,8
GDS2957,Resting and activated natural killer cells,Mus musculus,GPL1261,GSE7764,10
GDS2745,Dioxin effect on breast cancer cell line (HG-U133B),Homo sapiens,GPL97,GSE7765,6
